source_tweet,reply_1,reply_2,reply_3,reply_4,reply_5,reply_6,reply_7,reply_8,reply_9,reply_10,reply_11,reply_12,reply_13,reply_14,reply_15,reply_16,reply_17,reply_18,reply_19,reply_20,reply_21,reply_22,reply_23,reply_24,reply_25,reply_26,reply_27,reply_28,reply_29,reply_30,reply_31,reply_32,reply_33,reply_34,reply_35,reply_36,reply_37,reply_38,reply_39,reply_40,reply_41,reply_42,reply_43,reply_44,reply_45,reply_46,reply_47,reply_48,reply_49,reply_50,reply_51,reply_52,reply_53,reply_54,reply_55,reply_56,reply_57,reply_58,reply_59,reply_60,reply_61,reply_62,reply_63,reply_64,reply_65,reply_66,reply_67,reply_68,reply_69,reply_70,reply_71,reply_72,reply_73,reply_74,reply_75,reply_76,reply_77,reply_78,reply_79,reply_80,reply_81,reply_82,reply_83,reply_84,reply_85,reply_86,reply_87,reply_88,reply_89,reply_90,reply_91,reply_92,reply_93,reply_94,reply_95,reply_96,reply_97,reply_98,reply_99,reply_100,reply_101,reply_102,reply_103,reply_104,reply_105,reply_106,reply_107,reply_108,reply_109,reply_110,reply_111,reply_112,reply_113,reply_114,reply_115,reply_116,reply_117,reply_118,reply_119,reply_120,reply_121,reply_122,reply_123,reply_124,reply_125,reply_126,reply_127,reply_128,reply_129,reply_130,reply_131,reply_132,reply_133,reply_134,reply_135,reply_136,reply_137,reply_138,reply_139,reply_140,reply_141,reply_142,reply_143,reply_144,reply_145,reply_146,reply_147,reply_148,reply_149,reply_150,reply_151,reply_152,reply_153,reply_154,reply_155,reply_156,reply_157,reply_158,reply_159,reply_160,reply_161,reply_162
gunman dozen hostage inside cafe sydney australia isis flag remain display,,break hostage armed hold remain press window sydney australia cafe,,  people isis flag,advice hear shot drop ground team go clear,pray hostage god let outcome peaceful,,airspace sydney city shut,,update people believe inside lindt cafe martin place sydney australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
major landmark sydney evacuate police respond hostage situation caf city martin place,sky well coverage link australian counterpart,say arabic group kink,,ok thx u try read info,yeah alarming situation build hete,,yeah fearful say true isis invilve,,good see armed man hostage,amazing dad tolerate people people idiot fuck,yeah say u think theu invokce,hope ok end,isis apparently say,,,enjoy extra chromosome,not tolerate people calll people cunt shitbag etc hey say good dad true,yeah maybe gunman reiterate lone wolf,hostage situation ok,damn airspace sydney close isis relate terrorist group,mt major landmark sydney evacuate hostage situation caf city martin place,strict gun law happen,,pm speak live,,,amzing father sure nice,say cnn post info come wait game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break news sydney siege gunman,hopefully double tap eye maybe ball knee,,break news sydney siege gunman clever think have cuppa police,,,break news sydney siege gunman finally,,,btw good talk fellow conservative use logic conviction,know man lynch amp burn like racism torture definition scared torture,,,,wrong pour water face save life okay split face open save life,nice quote rt,finally victory australia,,say evil shoot head torture,,rt break news sydney siege gunman,,hopefully dead hope hostage alive,good break news sydney siege gunman,,break news sydney siege gunman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrifying photo hostage martin place sydney hold man wave isis flag,excellent christian response play,terrifying photo hostage martin place sydney hold man wave isis flag,feel family poor woman face splash news safe anymore,know poor people lindt chocolate cafe,probably well not run identify juuuust,know imagine terrifying family hope alive,think bad dream god let free unharmed,,bed check update hope little girl feel well soon x,oh terrifying photo hostage martin place sydney hold man wave isis flag,oh god terrify photo hostage martin place sydney hold man wave isis flag,take hostage criminal take islam hostage,pray innocent people unharmed terror poor woman face,,,,,,oh dear god hope ok,terrifying photo hostage martin place sydney hold man wave isis flag,girl sweetest thing heartbreaking,know confirm isis idiocy relate,flag make concerned outcome,terrifying photo hostage martin place sydney hold man wave isis flag,,know daughter unwell pop hope positive news new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
update australian pm abbott police deal report hostage take incident sydney business district,,,australian pm abbott police deal w report hostage take incident sydney bus district fuck,kindly army navy seal deadly islamic terrorist blow,,religion peace strike hey australia anti gun law work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airspace close sydney opera house evacuate hostage drama unfold flag see,sydney opera house evacuate hostage drama unfold flag see,need mention isis not deserve medium attention encourage,shit hope fatality hostage taker,couple shrink good talk will cure,,sydney airspace close incorrect report,use word incident instead drama innocent life stake drama killer seek,,airspace close sydney opera house evacuate hostage drama unfold flag see,claim isis style flag islamist mean propagate unsubstantiated claim,help religion cause shit,,rt airspace close sydney opera house evacuate hostage drama unfold flag see,check source report airspace close possibly tfr cbd,airspace close sydney opera house evacuate hostage drama unfold flag see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
know far dozen hostage hold,heart go family lose love one tragedy change y happen,grow amp read book,,west fault ok attack,agree medium doubt twist actually,think peace initiative weapon shipment start kerry finally meet lavarov,,sage advice young need direction await wisdom,ukranian want eu russia right ok russia kill west fault,,,think eye nation kick sand long term productive,piece make sense,apperently kill torture mad know,,great call politic grow up,different opinion offer laugh reaction,government burn book,religion want destroy fight mistake conspiracy,maybe nice guess reason kill right agree kill,sir point way carry surprise guy gun international headline,nation want thing want life conspiracy,way eye carry shock tool cave,,,innocent people hold gunpoint potentially disastrous,crazy saudi gun international terra alert need law spy citizen glorife bank robbery,fucking empathy disgrace,work big boy earn money,time spend research astonishing,point govt conspiracy horrible ok shitty horrible thing,fuck eye nation moronic conspiracy theory watch alex jones,,agree openly available info conspiracy politic,,maybe easy emo knee jerk reaction,strong hint event nwo stage false flag stunt,,islamic state right attack kurd stop,internet show funny book figure,feel innocent life go,,,tweet guess yr look old photo,  guy gun city shut yawn,,nope frost advert fucktard juvenile photo middle finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunman headband read soldier o muhammad,d let cry blame religion use brain,b muslim r kill muslim country,,problem billion muslim silent abt act,religion peace write jesus bomb,decide attack muslims iraq afghanistan qui s le vent r colte la temp te,people tiny minority sadly contaminate world opinion,,gunman headband read soldier o muhammad,agenda certainly pro israel lol,element press want report big picture agenda,ok clearly read wrong,muhammad want hurt innocent people man soldier devil muhammad,  jfkerry d appear tv explain gunman islamic relieve,nutbag allow threaten kill muslim brown people,mohame approve action action kill iislam,think head band read u read range rifle,logic attack muslims want drone kill htem torture,kill allah use human shield tolerance radical islam,,west need wake radical islam quit picking israel build house,gunman headband read soldier o muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
australian police respond ' incident ' sydney opera house,lindt go end surprised target protester easy target,opera house incident report correct,,australian police respond ' incident ' sydney opera house incident flag wave ppl hostage ppl,location wrong detail wrong,,police respond ' incident ',,australian police respond ' incident ' sydney opera house,nog meer ontwikkelingen nu bij het opera house,fear w protester think pd presence force protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break hostage flee sydney cafe loud bang hear,blessing amp greeting check late radio anytime rt ty,,new sound explosion possible gunfire cafe,bang sniper rifle,hectic break hostage flee sydney cafe loud bang hear,break hostage flee sydney cafe loud bang hear,break hostage flee sydney cafe loud bang hear pray stay safe,wow rt break hostage flee sydney cafe loud bang hear,hostage flee sydney cafe loud bang hear,rt break hostage flee sydney cafe loud bang hear,  cut commercial news report,bueh break hostage flee sydney cafe loud bang hear,innocent catch gun free zone run imperil straight near good guy gun,break hostage flee sydney cafe loud bang hear,rt break hostage flee sydney cafe loud bang hear,break hostage flee sydney cafe loud bang hear,bang gun shoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sydney opera house evacuate siege continue local medium report hostage,notice return veteran middle east war berserk trend report lately watch prevalent,swat team look sci fi lol,definitely add tweet site,sorry mean news source beer burger,isis opera isis fake terrorist group bunch pay spy idiot follow,,photo personnel progress event give bad guy valuable intel,religion peace act peaceful,sydney opera house evacuate siege continue local medium report hostage,pic know well honest sdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break gunman say device city demand speak prime minister,hear pm demand min device claim report,actually say ab bbc,thing need inaccurate sensationalist report heighten tension,threat demand gunman accord local medium,,set hq chocolate shop wait conclusive proof focus hostage,muslim terrorist strike,australian radio tv report threat unconfirmed yeh report,flag say inform mean islamic jihad act,  break gunman say device city demand speak prime minister,yes head report know accurate,,download hilarious free koran parody infidel age,break gunman say device city demand speak prime minister fuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  hostage sydney caf confirm gunman demand want isis flag deliver want speak prime minster,  pour le br ler et d noncer le terrorisme pour parler des action mener contre l'islamophobie cc,,  hostage sydney caf confirm gunman demand want isis flag deliver want,,,  hostage sydney caf confirm gunman demand want isis flag deliver want speak prime minster,know intention right,zacz o si ka dy nawiedzony ekstremista b dzie pr bowa samodzielnie takich akcji w r nych zak tkach wiata,nowe hostage sydney caf confirm gunman demand want isis flag deliver want speak prime minster,cytuj c klasyka fear big business jak jest zarabia na straszeniu ludzi,,asshole bring isis flag f ck isis flag stupid muslim,lol zacz o si ka dy nawiedzony ekstremista b dzie pr bowa samodzielnie takich akcji w r nych zak tkach wiata,israeli commando squad happy deliver flag,people release muslim try establish christian hostage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sydney opera house completely evacuate sydney airspace close,opera house completely evacuate wake,sydney opera house completely evacuate sydney airspace close guy terminator,sydney opera house completely evacuate sydney airspace close,airspace close smh report fact know fact stop sensationalise,completely evacuate sydney airspace close today suffer like,pm sydney airspace closed land albury time,rt sydney opera house completely evacuate sydney airspace close,feel sick stay safe sydney sydney opera house completely evacuate sydney airspace close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basically man hold ppl hostage caf sydney hostage hold islamic flag window,,,m cry bad,,holy shit scary,,oh wow wow,oo home live sydney know,people represent islam,wait people islamic extremist people hold flag,,,,,omg hope people hurt,,omg s s happen,,hell islamic flag religion fucking country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total number people leave cafe sydney late,little disconcerting medium crossfire bullet fly,,,pray hostage safe release terrorist win,wake america al adnani tell muslims kill disbeliever civilian soldier,,news drama series fun people,little disconcerting man decide run release woman amp child inside,,hope wake resolve peacefully bloodlessly mt total people leave sydney cafe,  terrorism desperate help justify authoritarianism west understand democracy ally,know terrorism global thing,happen israel islamic terrorist dead shoot israeli police idf soldier,aussie grand master form substance analyst amp talker doer take extreme caution avoid take risk,secular people world terrorist,  il terrorismo dei disperati contribuisce giustificare autoritarismi occidente non comprende che la democrazia sua alleata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break new hostage woman run safety sydney cafe australia television network report,great advice guy hire tweet nbc lack grammatical discipline,,interesting journalism ethic situation tweet report tweet report hostage escape,woman mean woman,gunman aware hostage escape tweet hostage danger,fairness australian network tweet report situation,thank sir active situation put hostage live jeopardy wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
officially price gouging au hostage crisis sad sorry clown,yeah see disgusting,live near portland support city effort hold uber municipal law,fair pt concern decent w stalk journalist lout happen,,tweet min one advise passenger free lt ayn rand alive run,city boston quit require internship nearly justifiable gd,yep agree find hard believe sit computer think good idea know,yes yr ago quit follow dead drive cab right like real cab license etc,drive cab right like real cab license etc,yea dumb probably automate system adjust rate base demand ai fail case,nick come visit boston,s big deal not rule acquisition,understand friend swear uber nyc expensive cab,,will charge toll,apparently b c take time read respond,think losing battle uber behavior will change stop make number,rape gee thank warning cc,tweet happen say get driver work automate,parent talk seth reach go to write book,uber shady af,rarely ride taxis ride uber lyft limo yearly trimet pass portland,nice million folk crap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sydney cafe siege gunman dozen hostage inside cafe siege martin place sydney isis flag remain display,situation awful bad irresponsible speculation isis flag,,e le malie,,,poor people terrify mind pray,pick poste restante gpo backpack,hey hey use fight word drop kick k,,coward hope nsw fed police bring safe conclusion,isis flag man smhhh,send prayer speechless,,,,laker flag lol nah note,worrying business sydney possible isis siege amp live feed cut coverage,hope hostage come safe,,confirm isis flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stretcher take sydney cafe police storm build fate hostage taker unknown,hello hope people interested comment,stretcher take sydney cafe police storm build fate hostage taker unknown,hopefully aussie round mm centermass twixt eye scumbag,hope gurney need innocent,stretcher take cafe police storm fate hostage taker unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
consulate reportedly evacuate amid hostage situation,,m sure amp classify amp,daughter amp grand kid central sydney hope fine,occupy syria army pretext isis,hand shoot terrorist,course run want interfere plan,naw bro isis want chocolate lmao,want leadership stand evil like amp serve people direct people obama not,,,m glad stick help chickenshit come courage look like,want benghazi o want look like failure,soldier islam biker,united states run away friend attack sidney hotel siege,look diversity progress action fuck multiculturalism,shoot behead preference hold abomination flag,want bush clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
islamic terrorist attack sydney hostage hold black flag islamic creed,terrorrist islamic inhuman,oh terrorising religion,hope beat shit islamic jihadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break news people hold hostage sydney news,ik ppl one,,old news timely info,break news people hold hostage sydney news let,break news people hold hostage sydney news,,black flag arab writing isis supporter soldier,isis take cafe,break news people hold hostage sydney news,clue big difference,old news timely info twitter search,number keep grow,break news people hold hostage sydney news,,break news people hold hostage sydney news wtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word whereabouts gunman man moni,hopefully dead well drag body sum world tolerate idiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scary scene sydney right thought involve hopefully hostage situation resolve peacefully,hostage situation cafe people gunpoint,school near city,ur thoughtful vik thank,like youtuber follow twitter speak situation,thank god live melbourne,,s good guy vikk,,,,let hope safe new crew make situation well,people say isis keep hostage true,,vikk ya cousin tell chill cafe,thank vikk thoughtful happen live care go,,oh thank information,thank international youtuber pray,think right thing situation,crazy stuff think hour away,stuff happen australia see happen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bomb detection robot enter caf,bomb detection robot enter caf,coverage today phenomenal,rt bomb detection robot enter caf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  people come run lindt cafe building include man look like cafe worker,definitely worker lindt uniform,,  ppl run lindt cafe building include man look like cafe worker,  people come run lindt cafe building include man look like cafe worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
understand hillary clinton amp sen feinstein correctly st step current sydney hostage situation empathize w f'n bastard,lol good actually funny right stupidity,em coco nice chat fucking,  nd step tell hostage taker exactly will not stop,step remind tangos isis islamic,try find feel mad amp aggrieve feel need hostage,wait think blame youtube video,sit chocolate ot,obama team talk recommend australia police terrorist hostage,wrong ignore eventually away,hope suspect folk work think act like,bring encounter group force dialog root cause,,ask nicely cooperation maybe sentence sincerity,send bad ass send dead bad guy center mass mb happy holiday family,come sing say idiocy chance ridiculous mike,yes think new handbook dictate warm coco foot rub need project compassion build rapport,political climate get piss,certainly use gun defend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police believe man sydney siege iraninan cleric man haron monis,believe word nsw police,typical aussie battler sound,believe guy lock early police watch closely,self proclaim cleric charge murder sexual assault send hate mail family aussie soldier,,care spell filth filth,give fuck hope chop cracker head mutha phucka holla,try spell right,home hmmm maybe issue,,time send iranian cleric come body bag fine,thing cracker respect violence dick head holla,police believe man sydney siege iraninan cleric man haron monis,,,miss perfect murderer right,,yes right agree entirely wording vulgar,police believe man sydney siege iraninan cleric man haron monis,,,absolutely right grammar grump time night,fuck wrong cunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police surround cafe central sydney report hostage take,nope safe work mrs g far,police surround cafe central sydney report hostage take rubber dingy rapid,' shahada ' flag flag display,police surround cafe central sydney report hostage take,,police surround cafe central sydney report hostage take,ooooh radder like drama day safe flight home amp hope amp fam great crimbo xx,read arabic script flag,scouser nick hubcap panic,police surround cafe central sydney report hostage take,joke sugar tit x,thank mrs g xxx,go to nick cause bare rt,yep guess flag look different one see helpful translation,,sound like isis involve,  police surround cafe central sydney report hostage take,shit coffee apparently,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police aware hostage post gunman demand social medium,,,police aware hostage post gunman demand social medium,mutant muslims strike social medium win front stick policy,p s sydney,terrorist gentleman get not furth truth,police aware hostage post gunman demand social medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
update hostage flee cafe hold iranian gunman explosion gunshot hear,say hand shoot police overreaction people glad police trouble,,get sniper rifle aim head idiot know thing well,,update pa shooting,hope customer free chocolate life spineless thug action,,hopefully turn swiss cheese,  think allow people carry gun dead minute take hostage,like people resilient amp,work place violence,let send dude,,hostage flee cafe hold iranian gunman explosion gunshot hear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hostage post request gunman social medium ask medium publish request,issue police have control broadcast dangerous precedent shame,good reason disturb actually,true necessary emergency like,let guess filthy muzzie terrorist want virgin goat fuck,unfortunately stop strait time,true guess unknown know good,link stuff share post,censorship answer people right know,think intention protect hostage,hostage post request gunman social medium police ask medium publish request,worried offend people care,contact medium social medium big difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
update hostage escape gunman continue siege sydney cafe,escape release appreciate clarity,update hostage escape gunman continue siege sydney cafe,helpful wonderful policeman help car break good kniw,umm twitter sarcasm want freedom shit,,occur sarcasm obvious think lady hell,bastard cop dare help,bad one amp like bad human,,update hostage escape gunman continue siege sydney cafe epidemic,scary update hostage escape gunman continue siege sydney cafe,thank god escape,cop bad bad one like bad human carry gun legally stop w sarcasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confirm hostage customer worker release cafe,,stop violence amp youth police amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tenth hour police contact gunman,,,,refer islamic terrorist gunman speak truth radical islam poison,,bet contact arrange go to actually hold hostage answer,,,tenth hour spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martin place sydney opera house amp state library evacuate follow blog,expect ozero give green light,thank pic martin place show crowd onlooker real war place like syria crowd scatter,people hand kurdish peshmarga finish isis long live australia amp long live kurdistan free,stand crowd sydney right,martin place sydney opera house amp state library evacuate,seriously people follow direction evacuate area include dumbass spectator authority room,person message kind act,oh save hostage,mt martin place sydney opera house amp state library evacuate,opinion want convey msg,hostage message medium bypass police,look vulture leave police job stop give moron fame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
break escape hostage situation cafe downtown sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
